q,tau_mean,tau_std,gray_margin_mean,gray_margin_std,gray_ratio_val_mean,gray_ratio_val_std,entropy_threshold_mean,entropy_threshold_std,discrepancy_threshold_mean,discrepancy_threshold_std
0.2,0.4280000000000001,0.024404006956964163,0.1735844310189129,0.02138266115246133,0.10712701932214128,0.0032966516711325313,0.8281716020964301,0.03346721425646224,1.0,0.0
0.4,0.4280000000000001,0.024404006956964163,0.22818222395618548,0.02258990868040298,0.21709692746278111,0.005353746963388074,0.7564255001576456,0.030080420225221602,1.0,0.0
0.6,0.42800000000000005,0.024404006956964167,0.25643221056119236,0.02419264265824649,0.30194013303769396,0.00474451490984411,0.7228677466422825,0.02191655646350697,1.0,0.0
0.65,0.42800000000000005,0.024404006956964167,0.2617648835058967,0.02477932764129903,0.31973392461197336,0.005092132347929526,0.7176433439215327,0.020384136996622212,1.0,0.0
0.7,0.42800000000000005,0.024404006956964167,0.2673399293179167,0.024567285600083266,0.3378365536902122,0.005091256545825112,0.7122225787516897,0.020260420501846333,1.0,0.0
0.75,0.42800000000000005,0.024404006956964167,0.2732468146773751,0.025322496344991466,0.3556303452644916,0.004890592353369368,0.7081236771908002,0.020061473139206577,1.0,0.0
0.8,0.42800000000000005,0.024404006956964167,0.2798569406098888,0.02574560465906539,0.37214919227114346,0.004896401725237415,0.7042773411592208,0.02006261666914389,1.0,0.0
0.85,0.42800000000000005,0.024404006956964167,0.28981044488215135,0.027194571746160332,0.3888184985745961,0.004378615624483992,0.7012762304143376,0.0206321093779642,1.0,0.0
0.9,0.42800000000000005,0.024404006956964167,0.31429961059871386,0.03623131274599734,0.40546404814697495,0.006218773631041528,0.7014953322085603,0.02356500121137492,1.0,0.0
